item_id,cefr_true,true_p_mid
1,A1,0.9273956048555962
2,A1,0.8938878439752052
3,A1,0.9358597919911382
4,A1,0.9197368029059363
5,A1,0.8594177347887649
6,A1,0.9475622351636755
7,A1,0.9261139701990353
8,A1,0.9286064305276953
9,A1,0.8628113632675546
10,A1,0.8950385937895566
11,A1,0.8870798024232581
12,A1,0.9426764988848602
13,A1,0.9143865120080664
14,A1,0.9322761613270829
15,A1,0.8943414198827331
16,A1,0.8727238721784777
17,A1,0.9054584787015835
18,A1,0.8563817256104175
19,A1,0.9327631171992582
20,A1,0.9131664399122065
21,A1,0.9258087740085373
22,A1,0.8854525968129868
23,A1,0.9470698024394902
24,A1,0.9393121121322198
25,A1,0.9278383497073761
26,A1,0.8694638707851967
27,A1,0.8966721003727034
28,A1,0.8543803765787229
29,A1,0.8654289492067547
30,A1,0.9183048953242454
31,A2,0.8117143233861726
32,A2,0.8451264598651315
33,A2,0.7488738037207228
34,A2,0.7555689559052303
35,A2,0.7704333716913712
36,A2,0.7284207038626428
37,A2,0.7194882258003207
38,A2,0.7713557389338901
39,A2,0.7340364023576326
40,A2,0.8004720992023765
41,A2,0.7655727878308496
42,A2,0.8249017294086756
43,A2,0.8050397653003374
44,A2,0.7468549962073061
45,A2,0.8248389702092801
46,A2,0.8207146536245202
47,A2,0.7581217568545261
48,A2,0.7432492155895366
49,A2,0.8023743255962463
50,A2,0.7209628725413965
51,A2,0.7299862303712662
52,A2,0.7011043404626508
53,A2,0.8180386566253207
54,A2,0.7997276284888047
55,A2,0.8057748067939502
56,A2,0.8171093546532952
57,A2,0.768837366330751
58,A2,0.785311179392934
59,A2,0.7209695497191486
60,A2,0.717179511030396
61,B1,0.6502604442685708
62,B1,0.6206644309214698
63,B1,0.6347854159721783
64,B1,0.6647498286124038
65,B1,0.6452077480000886
66,B1,0.6330369100986993
67,B1,0.633881074111812
68,B1,0.5955925147093919
69,B1,0.5546226751851909
70,B1,0.6155076083848543
71,B1,0.5821877009229294
72,B1,0.6112792965586954
73,B1,0.6780104609902249
74,B1,0.5850909228798011
75,B1,0.55874541125336
76,B1,0.5922075838032995
77,B1,0.5940390636650026
78,B1,0.6492874772090342
79,B1,0.6335548228511918
80,B1,0.667584731365962
81,B1,0.6496470310491081
82,B1,0.6109580292160106
83,B1,0.6721030576999052
84,B1,0.5750459379861557
85,B1,0.5534068109700792
86,B1,0.5635071791163463
87,B1,0.6583539025894676
88,B1,0.6192815845377081
89,B1,0.5741907668550403
90,B1,0.6251567162655045
91,B2,0.4228468154069753
92,B2,0.5044480562616604
93,B2,0.46692344133610464
94,B2,0.4571531839144724
95,B2,0.4452268133721815
96,B2,0.4945423889678333
97,B2,0.4542718915830086
98,B2,0.4131474878974152
99,B2,0.4177008853180773
100,B2,0.5442846496824272
101,B2,0.5362871036061411
102,B2,0.5049560700716125
103,B2,0.43988049421892794
104,B2,0.5453764566021586
105,B2,0.5168126355948692
106,B2,0.5075335283738494
107,B2,0.46740422532156833
108,B2,0.4408362342767739
109,B2,0.4144586443230249
110,B2,0.5353903594815763
111,B2,0.4683664434750417
112,B2,0.4303545047192846
113,B2,0.4458934936225979
114,B2,0.48688293534128446
115,B2,0.4265159174408848
116,B2,0.5284921426138564
117,B2,0.5137779294752816
118,B2,0.5079194433926406
119,B2,0.46481395596626557
120,B2,0.4940963261053665
121,C1,0.33761469533691035
122,C1,0.347476990233223
123,C1,0.26266664817098334
124,C1,0.31237111032559145
125,C1,0.25624212607928387
126,C1,0.32409862288667785
127,C1,0.2994791818499178
128,C1,0.271678628329907
129,C1,0.26551044515838274
130,C1,0.3381466858266568
131,C1,0.2755889452805329
132,C1,0.3887680177565196
133,C1,0.33715917095505926
134,C1,0.3020304706802256
135,C1,0.33863732372221256
136,C1,0.2534205806544546
137,C1,0.39378388198621683
138,C1,0.32234551554143503
139,C1,0.36741028408754295
140,C1,0.26240949998836577
141,C1,0.32299874962572406
142,C1,0.32360604915317814
143,C1,0.39067396824624745
144,C1,0.33575920785641133
145,C1,0.3210234101585431
146,C1,0.29004634946378405
147,C1,0.2997353496013828
148,C1,0.32810086037073066
149,C1,0.315836719045757
150,C1,0.2532418119820496
151,C2,0.22394378862915368
152,C2,0.234424115775965
153,C2,0.12103736334979162
154,C2,0.1831054215308574
155,C2,0.11628636117031654
156,C2,0.20083601395597175
157,C2,0.14218506757585125
158,C2,0.19891339520378526
159,C2,0.20904919214303241
160,C2,0.21529712378764854
161,C2,0.11616114189338449
162,C2,0.2374017767706412
163,C2,0.13453209863423213
164,C2,0.10561188342642697
165,C2,0.18322787040872252
166,C2,0.15563834257936582
167,C2,0.224468461469862
168,C2,0.22123772080964527
169,C2,0.1475708339234073
170,C2,0.24293490926046174
171,C2,0.1436376757210178
172,C2,0.1772585693847572
173,C2,0.1383947635851404
174,C2,0.2404065355073445
175,C2,0.12469117263730273
176,C2,0.10673659290884935
177,C2,0.1652645590004557
178,C2,0.24885633460837556
179,C2,0.23375158993823708
180,C2,0.21229120291854237
